excel_row,machine_group,min_gage,max_gage,min_len,max_len,gcsp,score_real,score_lp,score_lpfa,score_hv,score_nn,is_nn_pick,is_optimum,rank_real,pct_optimum
521,convoluted tube cutting,2.8,40.0,8601.0,8800.0,10.62,76,38,38,0,75.9639,0,0,124,85.39
522,convoluted tube cutting,2.8,40.0,8801.0,9000.0,10.86,76,38,38,0,75.9639,0,0,125,85.39
523,convoluted tube cutting,2.8,40.0,9001.0,9200.0,11.1,76,38,38,0,75.9639,0,0,126,85.39
524,convoluted tube cutting,2.8,40.0,9201.0,9400.0,11.34,76,38,38,0,75.9638,0,0,127,85.39
525,convoluted tube cutting,2.8,40.0,9401.0,9600.0,11.58,76,38,38,0,75.9638,0,0,128,85.39
526,convoluted tube cutting,2.8,40.0,9601.0,9800.0,11.82,76,38,38,0,75.9638,0,0,129,85.39
527,convoluted tube cutting,2.8,40.0,9801.0,10000.0,12.06,76,38,38,0,75.9638,0,0,146,85.39
533,convoluted tube cutting - on the wave,4.5,60.0,0.0,100.0,1.27,87,41,41,5,86.9719,0,0,4,97.75
534,convoluted tube cutting - on the wave,4.5,60.0,101.0,200.0,1.39,82,41,41,0,82.2448,0,0,51,92.13
535,convoluted tube cutting - on the wave,4.5,60.0,201.0,300.0,1.77,82,41,41,0,82.1303,0,0,34,92.13
536,convoluted tube cutting - on the wave,4.5,60.0,301.0,400.0,1.92,82,41,41,0,82.1012,0,0,33,92.13
537,convoluted tube cutting - on the wave,4.5,60.0,401.0,500.0,2.23,82,41,41,0,82.0898,0,0,55,92.13
538,convoluted tube cutting - on the wave,4.5,60.0,501.0,600.0,2.28,82,41,41,0,82.0685,0,0,56,92.13
539,convoluted tube cutting - on the wave,4.5,60.0,601.0,700.0,2.41,82,41,41,0,82.0504,0,0,57,92.13
540,convoluted tube cutting - on the wave,4.5,60.0,701.0,800.0,2.6,82,41,41,0,82.0406,0,0,58,92.13
541,convoluted tube cutting - on the wave,4.5,60.0,801.0,900.0,2.79,82,41,41,0,82.0324,0,0,59,92.13
542,convoluted tube cutting - on the wave,4.5,60.0,901.0,1000.0,2.9,82,41,41,0,82.0229,0,0,35,92.13
543,convoluted tube cutting - on the wave,4.5,60.0,1001.0,1250.0,3.12,82,41,41,0,82.0303,0,0,53,92.13
544,convoluted tube cutting - on the wave,4.5,60.0,1251.0,1500.0,3.85,82,41,41,0,82.0289,0,0,54,92.13
545,convoluted tube cutting - on the wave,4.5,60.0,1501.0,2000.0,4.3,82,41,41,0,82.0484,0,0,63,92.13
546,convoluted tube cutting - on the wave,4.5,60.0,2001.0,2500.0,5.3,82,41,41,0,82.0479,0,0,52,92.13
547,convoluted tube cutting - on the wave,4.5,60.0,2501.0,3000.0,6.53,82,41,41,0,82.0538,0,0,61,92.13
548,convoluted tube cutting - on the wave,4.5,60.0,3001.0,4000.0,8.1,82,41,41,0,82.0562,0,0,60,92.13
549,convoluted tube cutting - on the wave,4.5,60.0,4001.0,5000.0,9.24,82,41,41,0,82.0512,0,0,29,92.13
550,convoluted tube cutting - on the wave,4.5,60.0,5001.0,6000.0,10.42,82,41,41,0,82.0473,0,0,50,92.13
551,convoluted tube cutting - on the wave,4.5,60.0,6001.0,7000.0,11.91,82,41,41,0,82.0461,0,0,48,92.13
552,convoluted tube cutting - on the wave,4.5,60.0,7001.0,8000.0,13.65,82,41,41,0,82.0461,0,0,49,92.13
553,convoluted tube cutting - on the wave,4.5,60.0,8001.0,9000.0,15.32,82,41,41,0,82.0449,0,0,44,92.13
554,convoluted tube cutting - on the wave,4.5,60.0,9001.0,10000.0,17.38,82,41,41,0,82.0454,0,0,47,92.13
555,convoluted tube cutting - on the wave,4.5,60.0,10001.0,11000.0,20.45,82,41,41,0,82.05,0,0,46,92.13
556,convoluted tube cutting - on the wave,4.5,60.0,11001.0,12000.0,23.12,82,41,41,0,82.0511,0,0,45,92.13
557,convoluted tube cutting - on the wave,4.5,60.0,12001.0,13000.0,26.35,82,41,41,0,82.0533,0,0,43,92.13
558,convoluted tube cutting - on the wave,4.5,60.0,13001.0,14000.0,29.54,82,41,41,0,82.0546,0,0,42,92.13
559,convoluted tube cutting - on the wave,4.5,60.0,14001.0,15000.0,31.02,82,41,41,0,82.0496,0,0,40,92.13
560,convoluted tube cutting - on the wave,4.5,60.0,15001.0,16000.0,32.62,82,41,41,0,82.045,0,0,41,92.13
561,convoluted tube cutting - on the wave,4.5,60.0,16001.0,17000.0,34.2,82,41,41,0,82.0403,0,0,39,92.13
562,convoluted tube cutting - on the wave,4.5,60.0,17001.0,18000.0,35.91,82,41,41,0,82.0367,0,0,38,92.13
563,convoluted tube cutting - on the wave,4.5,60.0,18001.0,19000.0,37.86,82,41,41,0,82.0357,0,0,37,92.13
564,convoluted tube cutting - on the wave,4.5,60.0,19001.0,20000.0,39.78,82,41,41,0,82.0356,0,0,36,92.13
570,"twist wires (no matter of the pitch)  - to be used also if ""Insul Matl Code' = N",0.0,0.0,0.0,500.0,11.03,32,16,16,0,33.4835,0,0,543,35.96
571,"twist wires (no matter of the pitch)  - to be used also if ""Insul Matl Code' = N",0.0,0.0,501.0,1000.0,13.84,32,16,16,0,33.7877,0,0,542,35.96
572,"twist wires (no matter of the pitch)  - to be used also if ""Insul Matl Code' = N",0.0,0.0,1001.0,1500.0,16.74,32,16,16,0,33.7259,0,0,541,35.96
573,"twist wires (no matter of the pitch)  - to be used also if ""Insul Matl Code' = N",0.0,0.0,1501.0,2000.0,18.64,32,16,16,0,33.7524,0,0,540,35.96
574,"twist wires (no matter of the pitch)  - to be used also if ""Insul Matl Code' = N",0.0,0.0,2001.0,2500.0,24.02,32,16,16,0,33.7139,0,0,539,35.96
575,"twist wires (no matter of the pitch)  - to be used also if ""Insul Matl Code' = N",0.0,0.0,2501.0,3500.0,29.66,32,16,16,0,33.6868,0,0,538,35.96
576,"twist wires (no matter of the pitch)  - to be used also if ""Insul Matl Code' = N",0.0,0.0,3501.0,4500.0,38.08,32,16,16,0,33.7096,0,0,537,35.96
577,"twist wires (no matter of the pitch)  - to be used also if ""Insul Matl Code' = N",0.0,0.0,4501.0,5500.0,49.34,32,16,16,0,33.7607,0,0,536,35.96
578,"twist wires (no matter of the pitch)  - to be used also if ""Insul Matl Code' = N",0.0,0.0,5501.0,6500.0,53.99,32,16,16,0,33.8275,0,0,535,35.96
579,"twist wires (no matter of the pitch)  - to be used also if ""Insul Matl Code' = N",0.0,0.0,6501.0,7000.0,57.85,32,16,16,0,33.8754,0,0,534,35.96
580,"twist wires (no matter of the pitch)  - to be used also if ""Insul Matl Code' = N",0.0,0.0,7001.0,8500.0,70.55,32,16,16,0,33.9045,0,0,533,35.96
581,"twist wires (no matter of the pitch)  - to be used also if ""Insul Matl Code' = N",0.0,0.0,8501.0,9500.0,77.88,32,16,16,0,33.9527,0,0,532,35.96
583,twist wires (pitch 15),0.13,0.13,0.0,500.0,12.71682,32,16,16,0,34.0151,0,0,531,35.96
584,twist wires (pitch 15),0.13,0.13,501.0,1000.0,17.48682,32,16,16,0,34.2563,0,0,530,35.96
585,twist wires (pitch 15),0.13,0.13,1001.0,1500.0,22.25682,32,16,16,0,34.1377,0,0,529,35.96
586,twist wires (pitch 15),0.13,0.13,1501.0,2000.0,27.02682,32,16,16,0,34.0459,0,0,528,35.96
587,twist wires (pitch 15),0.13,0.13,2001.0,2500.0,31.79682,32,16,16,0,33.9963,0,0,544,35.96
588,twist wires (pitch 15),0.13,0.13,2501.0,3500.0,39.75318,32,16,16,0,34.0067,0,0,545,35.96
589,twist wires (pitch 15),0.13,0.13,3501.0,4500.0,49.29318,32,16,16,0,34.0371,0,0,546,35.96
590,twist wires (pitch 15),0.13,0.13,4501.0,5500.0,58.83318,32,16,16,0,34.101,0,0,547,35.96
591,twist wires (pitch 15),0.13,0.13,5501.0,6500.0,68.37318,32,16,16,0,34.1549,0,0,548,35.96
592,twist wires (pitch 15),0.13,0.13,6501.0,7000.0,73.14318,32,16,16,0,34.1883,0,0,549,35.96
594,times correspond to RBEV (very low volume WHERE long leads from cutters come in ,0.0,0.0,0.0,500.0,13.73,32,16,16,0,33.5232,0,0,550,35.96
595,times correspond to RBEV (very low volume WHERE long leads from cutters come in ,0.0,0.0,501.0,1000.0,15.0,32,16,16,0,33.8093,0,0,551,35.96
596,times correspond to RBEV (very low volume WHERE long leads from cutters come in ,0.0,0.0,1001.0,1500.0,16.4,32,16,16,0,33.8122,0,0,552,35.96
597,times correspond to RBEV (very low volume WHERE long leads from cutters come in ,0.0,0.0,1501.0,2000.0,18.0,32,16,16,0,33.8554,0,0,553,35.96
598,times correspond to RBEV (very low volume WHERE long leads from cutters come in ,0.0,0.0,2001.0,2500.0,19.9,32,16,16,0,33.8778,0,0,554,35.96
599,times correspond to RBEV (very low volume WHERE long leads from cutters come in ,0.0,0.0,2501.0,3500.0,24.48,32,16,16,0,33.8345,0,0,555,35.96
600,times correspond to RBEV (very low volume WHERE long leads from cutters come in ,0.0,0.0,3501.0,4500.0,30.45,32,16,16,0,33.8453,0,0,556,35.96
601,times correspond to RBEV (very low volume WHERE long leads from cutters come in ,0.0,0.0,4501.0,5500.0,38.2,32,16,16,0,33.8439,0,0,557,35.96
602,times correspond to RBEV (very low volume WHERE long leads from cutters come in ,0.0,0.0,5501.0,7000.0,82.81,32,16,16,0,33.8067,0,0,558,35.96
603,times correspond to RBEV (very low volume WHERE long leads from cutters come in ,0.0,0.0,7001.0,8000.0,85.16,32,16,16,0,33.8892,0,0,559,35.96
604,times correspond to RBEV (very low volume WHERE long leads from cutters come in ,0.0,0.0,8001.0,9000.0,88.69,32,16,16,0,33.9427,0,0,575,35.96
605,times correspond to RBEV (very low volume WHERE long leads from cutters come in ,0.0,0.0,9001.0,10000.0,93.67,32,16,16,0,33.9728,0,0,574,35.96
606,times correspond to RBEV (very low volume WHERE long leads from cutters come in ,0.0,0.0,10001.0,12000.0,100.59,32,16,16,0,34.021,0,0,573,35.96
608,"twist wires (3wires)  - to be used also if ""Insul Matl Code' = NONE in case ther",0.0,0.0,0.0,1000.0,12.61,32,16,16,0,33.5077,0,0,572,35.96
609,"twist wires (3wires)  - to be used also if ""Insul Matl Code' = NONE in case ther",0.0,0.0,1001.0,2000.0,18.47,32,16,16,0,33.7753,0,0,571,35.96
610,"twist wires (3wires)  - to be used also if ""Insul Matl Code' = NONE in case ther",0.0,0.0,2001.0,3000.0,30.42,32,16,16,0,33.7036,0,0,570,35.96
611,"twist wires (3wires)  - to be used also if ""Insul Matl Code' = NONE in case ther",0.0,0.0,3001.0,4000.0,52.69,32,16,16,0,33.6657,0,0,569,35.96
612,"twist wires (3wires)  - to be used also if ""Insul Matl Code' = NONE in case ther",0.0,0.0,4001.0,5000.0,91.59,32,16,16,0,33.7407,0,0,568,35.96
613,"twist wires (3wires)  - to be used also if ""Insul Matl Code' = NONE in case ther",0.0,0.0,5001.0,99999.0,91.59,32,16,16,0,32.844,0,0,567,35.96
615,"twist wires (4wires) - to be used also if ""Insul Matl Code' = NONE in case there",0.0,0.0,0.0,1000.0,17.2,32,16,16,0,33.5086,0,0,566,35.96
616,"twist wires (4wires) - to be used also if ""Insul Matl Code' = NONE in case there",0.0,0.0,1001.0,2000.0,24.76,32,16,16,0,33.8458,0,0,565,35.96
617,"twist wires (4wires) - to be used also if ""Insul Matl Code' = NONE in case there",0.0,0.0,2001.0,3000.0,42.88,32,16,16,0,33.7619,0,0,564,35.96
618,"twist wires (4wires) - to be used also if ""Insul Matl Code' = NONE in case there",0.0,0.0,3001.0,4000.0,76.69,32,16,16,0,33.7115,0,0,563,35.96
619,"twist wires (4wires) - to be used also if ""Insul Matl Code' = NONE in case there",0.0,0.0,4001.0,5000.0,129.3,32,16,16,0,33.7259,0,0,562,35.96
620,"twist wires (4wires) - to be used also if ""Insul Matl Code' = NONE in case there",0.0,0.0,5001.0,99999.0,129.3,32,16,16,0,32.9577,0,0,561,35.96
622,twist wires (> 4wires) - In case that more than 4 twisted wires in the group use,0.0,0.0,0.0,99999.0,129.3,32,16,16,0,31.4984,0,0,560,35.96
623,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,0.0,100.0,0.61,81,38,38,5,81.0408,0,0,64,91.01
624,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,101.0,200.0,0.77,76,38,38,0,75.9718,0,0,104,85.39
625,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,201.0,300.0,0.97,76,38,38,0,75.9696,0,0,103,85.39
626,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,301.0,400.0,1.17,76,38,38,0,75.9751,0,0,102,85.39
627,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,401.0,500.0,1.37,76,38,38,0,75.9788,0,0,101,85.39
628,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,501.0,600.0,1.57,76,38,38,0,75.9814,0,0,100,85.39
629,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,601.0,700.0,1.77,76,38,38,0,75.9829,0,0,83,85.39
630,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,701.0,800.0,1.97,76,38,38,0,75.9842,0,0,82,85.39
631,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,801.0,900.0,2.17,76,38,38,0,75.9852,0,0,81,85.39
632,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,901.0,1000.0,2.37,76,38,38,0,75.9862,0,0,80,85.39
633,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,1000.0,1250.0,2.73,76,38,38,0,75.9884,0,0,79,85.39
634,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,1251.0,1500.0,3.23,76,38,38,0,75.9889,0,0,78,85.39
635,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,1501.0,1750.0,3.73,76,38,38,0,75.9875,0,0,77,85.39
636,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,1751.0,2000.0,4.11,76,38,38,0,75.9862,0,0,76,85.39
637,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,2001.0,2250.0,4.48,76,38,38,0,75.9851,0,0,75,85.39
638,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,2251.0,2500.0,4.88,76,38,38,0,75.9841,0,0,74,85.39
639,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,2501.0,2750.0,5.26,76,38,38,0,75.9831,0,0,89,85.39
640,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,2751.0,3000.0,5.64,76,38,38,0,75.9822,0,0,88,85.39
641,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,3001.0,3250.0,6.02,76,38,38,0,75.9814,0,0,87,85.39
642,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,3251.0,3500.0,6.4,76,38,38,0,75.9806,0,0,86,85.39
643,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,3501.0,3750.0,6.78,76,38,38,0,75.9799,0,0,85,85.39
644,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,3751.0,4000.0,7.16,76,38,38,0,75.9793,0,0,115,85.39
645,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,4001.0,4250.0,7.54,76,38,38,0,75.9787,0,0,114,85.39
646,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,4251.0,4500.0,7.92,76,38,38,0,75.9784,0,0,112,85.39
647,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,4501.0,4750.0,8.3,76,38,38,0,75.9782,0,0,113,85.39
648,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,4751.0,5000.0,8.68,76,38,38,0,75.978,0,0,108,85.39
649,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,5001.0,5250.0,9.06,76,38,38,0,75.9777,0,0,111,85.39
650,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,5251.0,5500.0,9.44,76,38,38,0,75.9776,0,0,110,85.39
651,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,5501.0,5750.0,9.82,76,38,38,0,75.9776,0,0,109,85.39
652,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,5751.0,6000.0,10.2,76,38,38,0,75.9776,0,0,107,85.39
653,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,6001.0,6250.0,10.58,76,38,38,0,75.9777,0,0,106,85.39
654,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,6251.0,6500.0,10.96,76,38,38,0,75.9777,0,0,105,85.39
655,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,6501.0,6750.0,11.34,76,38,38,0,75.9778,0,0,167,85.39
656,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,6751.0,7000.0,11.72,76,38,38,0,75.9779,0,0,166,85.39
657,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,7001.0,7250.0,12.1,76,38,38,0,75.978,0,0,171,85.39
658,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,7251.0,7500.0,12.48,76,38,38,0,75.9781,0,0,168,85.39
659,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,7501.0,7750.0,12.86,76,38,38,0,75.9782,0,0,169,85.39
660,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,7751.0,8000.0,13.24,76,38,38,0,75.9784,0,0,170,85.39
661,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,8001.0,8250.0,13.62,76,38,38,0,75.9785,0,0,172,85.39
662,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,8251.0,8500.0,14.0,76,38,38,0,75.9787,0,0,173,85.39
663,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,8501.0,8750.0,14.38,76,38,38,0,75.9788,0,0,175,85.39
664,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,8751.0,9000.0,14.76,76,38,38,0,75.979,0,0,174,85.39
665,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,9001.0,9250.0,15.14,76,38,38,0,75.9792,0,0,176,85.39
666,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,9251.0,9500.0,15.52,76,38,38,0,75.9793,0,0,177,85.39
667,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,9501.0,9750.0,15.9,76,38,38,0,75.9795,0,0,178,85.39
668,"PVC Tube/ Sleeve / Foams  Tapes Cutting

NOTE: 
it includes also “Sleeves filmic",0.0,40.0,9751.0,10000.0,16.28,76,38,38,0,75.9797,0,0,179,85.39
675,cut / strip of wires with short lengths,0.0,6.0,1.0,59.0,1.12,50,21,21,8,49.8105,0,0,181,56.18
676,cut / strip of wires with short lengths,6.1,103.0,1.0,59.0,3.34,87,41,41,5,86.739,0,0,5,97.75
